The popup on hover provides the,,,,,,,,,"Molecular targets with a negative result are represented with a '-' in their cell, while positve results are represented with a '+'. Some data has quantitaive results that have been ranked into percentiles. The percentile shows the percent of samples found at the same level, or below, for that particular target. You can think of it as a ranking from 0 to 100, with lower rank is ""better"" (less virus). For example, a pathogen found to be postive and ranked at 'below 30th', would be a relatively low level at the lower third compared to other samples. Sampling targets are described below.",,,,,,,,,,,,,,,,
pathogen prevalance in %,,,,,,,,,,,,,,,,,,,,,,,,,
samples_n = number of virus samples,,,,,,,,,,,,,,,,,,,,,,,,,
sources_n = the number of different operation owners per sampling project represented,,,,,,,,,,,,,,,,,,,,,,,,,
months = the months the samples were collected,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Includes data with a collection date up to Dec 31, 2020",,,,,,,,,,,,,,,,,,,,,,,,,
sample_year,sample_month_number,sample_month,state_code,sampling_county,varroa_per_100_bees,million_spores_per_bee,abpv,abpv_percentile,cbpv,cbpv_percentile,dwv,dwv_percentile,dwv-b,dwv-b_percentile,iapv,iapv_percentile,kbv,kbv_percentile,lsv2,lsv2_percentile,sbpv,sbpv_percentile,mkv,mkv_percentile,pesticides
2017,3,March,MS,Union,0.18,0,-,,-,,+,40,-,,-,,-,,-,,,,,,
2017,4,April,TX,,0.36,0.1,+,<30,-,,-,,-,,+,60,-,,+,90,,,,,"Bee Bread, Piperonyl butoxide (Trace), 2,4-DMPF (Trace)"
2017,4,April,SC,Beauford,9.94,0.25,-,,-,,+,70,+,70,+,30,-,,+,40,,,,,
2017,4,April,TX,Brazoria,0.36,0.15,-,,-,,+,<30,+,90,-,,-,,+,80,,,,,
2017,4,April,FL,Broward,5.07,0.7,-,,-,,+,80,-,,-,,-,,+,80,,,,,
2017,4,April,VA,Buchanan,0.1,2.3,-,,-,,+,<30,-,,-,,-,,+,40,,,,,"Bee Bread, 2,4-DMPF (63.0)"
2017,4,April,VA,Carroll,0.61,0,-,,-,,+,40,-,,-,,-,,-,,,,,,"Bee Bread, 2,4-DMPF (21.0)"
2017,4,April,VA,Carroll,0,0.1,-,,+,90,+,40,-,,+,60,-,,+,70,,,,,"Bee Bread, Chlorpyrifos (5.0), Fluvalinate (Trace)"
2017,4,April,VA,Chesterfield,1.31,0.75,-,,-,,-,,-,,-,,-,,-,,,,,,"Bee Bread, Diuron (Trace)"
2017,4,April,SC,Clarendon,0.42,0.1,-,,-,,+,<30,+,<30,-,,-,,+,70,,,,,
2017,4,April,SC,Dillon,0.34,0.75,-,,-,,+,<30,+,30,-,,-,,+,<30,,,,,"Bee Bread, Atrazine (Trace), Thymol (4680.0)"
2017,4,April,SC,Greenville,10.48,0.1,-,,-,,+,70,+,90,-,,-,,-,,,,,,
2017,4,April,SC,Greenville,1.48,0,-,,+,60,+,<30,-,,-,,-,,-,,,,,,"Bee Bread, No Detections"
2017,4,April,SC,Greenville,0.63,1.7,-,,+,50,+,<30,+,<30,-,,-,,+,80,,,,,
2017,4,April,GU,"Guam,USA",0,0,-,,-,,-,,-,,-,,-,,+,30,,,,,
2017,4,April,FL,Hillsborough,0.32,0.7,+,50,-,,+,40,+,40,-,,-,,+,60,,,,,"Bee Bread, Chlorpyrifos (131.0), Coumaphos (5.0), Cyprodinil (Trace), Diflubenzuron (10.0), Fluvalinate (7.0), Imidacloprid (15.0), Thiamethoxam (10.0), 2,4-DMPF (121.0)"
2017,4,April,SC,Horry,1.93,0,-,,-,,+,<30,-,,-,,-,,-,,,,,,
2017,4,April,UT,Iron,0,0.4,-,,+,80,-,,-,,-,,-,,+,30,,,,,
2017,4,April,UT,Kane,0.53,0.05,-,,-,,+,<30,+,50,+,70,-,,-,,,,,,"Bee Bread, 2,4-DMPF (16.0)"
2017,4,April,IN,Lawrence,2.79,0,-,,-,,+,70,+,90,-,,-,,-,,,,,,"Bee Bread, Atrazine (46.0), 2,4-DMPF (25.0)"
2017,4,April,VA,Lee,1.37,0,-,,-,,+,<30,-,,-,,-,,-,,,,,,"Bee Bread, No Detections"
2017,4,April,VA,Montgomery,1.82,0,-,,+,60,+,50,-,,-,,-,,-,,,,,,"Bee Bread, No Detections"
2017,4,April,KY,Nelson,5.09,0,-,,-,,+,60,-,,-,,-,,+,80,,,,,"Bee Bread, Atrazine (Trace)"
2017,4,April,VA,Orange,0.53,0.8,-,,-,,-,,-,,-,,-,,-,,,,,,"Bee Bread, 2,4-DMPF (21.0)"
2017,4,April,TX,Panola,0,1.5,-,,+,90,-,,-,,-,,-,,+,<30,,,,,
2017,4,April,TX,Panola,1.16,2.3,+,<30,+,90,+,<30,+,<30,-,,-,,+,80,,,,,
2017,4,April,FL,Pasco,5.08,0.2,+,40,-,,+,80,+,<30,-,,-,,-,,,,,,
2017,4,April,TN,Pickett,0.09,0,-,,+,<30,-,,+,70,-,,-,,+,30,,,,,
2017,4,April,AL,Randolph,0.63,0,-,,-,,-,,-,,-,,-,,+,90,,,,,
2017,4,April,AL,Randolph,1.14,0,-,,+,90,+,70,-,,-,,-,,-,,,,,,
2017,4,April,KY,Rockcastle,0.86,0,-,,-,,-,,-,,-,,-,,+,90,,,,,"Bee Bread, 2,4-DMPF (Trace), Coumaphos (26.0), Thymol (1150.0)"
2017,4,April,TX,San Augustine,0,0,-,,+,<30,+,<30,+,50,-,,-,,+,60,,,,,
2017,4,April,KY,Scott,0,0.1,-,,+,<30,+,<30,-,,+,30,-,,+,70,,,,,"Bee Bread, Novaluron (Trace), 2,4-DMPF (Trace)"
2017,4,April,VA,Smyth,2.17,0.25,-,,-,,+,<30,+,30,-,,-,,-,,,,,,"Bee Bread, No Detections"
2017,4,April,SC,Spartanburg,0.82,0,-,,-,,+,<30,+,90,+,80,+,70,+,90,,,,,
2017,4,April,SC,Spartanburg,0.16,0.05,-,,+,60,+,60,+,80,+,80,+,70,+,30,,,,,
2017,4,April,SC,Spartanburg,0.25,0,-,,-,,-,,+,30,-,,-,,+,90,,,,,"Bee Bread, Atrazine (30.0), Coumaphos (Trace), Metolachlor (28.0), 2,4-DMPF (Trace)"
2017,4,April,TX,Uvalde,0,0.05,+,<30,+,40,-,,+,30,-,,-,,+,60,,,,,"Bee Bread, Atrazine (Trace), Coumaphos (165.0), Coumaphos oxon (5.0), Fluvalinate (19.0), Iprodione (79.0), Piperonyl butoxide (Trace), Thymol (Trace), 2,4-DMPF (400.0)"
2017,4,April,KY,Warren,0.38,0,-,,-,,+,<30,-,,-,,-,,-,,,,,,"Bee Bread, Atrazine (Trace), 2,4-DMPF (Trace)"
2017,4,April,KY,Washington,0.65,0,-,,-,,+,30,-,,-,,-,,+,50,,,,,
2017,4,April,UT,Washington,0.43,0.55,-,,+,50,-,,-,,+,70,-,,+,90,,,,,
2017,4,April,UT,Washington,0.41,0,-,,-,,+,<30,+,30,-,,-,,-,,,,,,
2017,4,April,TN,Williamson,0.32,0.25,-,,-,,+,60,-,,-,,-,,+,70,,,,,
2017,5,May,IN,,0.92,0,-,,-,,+,50,+,70,-,,-,,+,90,,,,,
2017,5,May,VT,Addison,0.39,0.35,-,,-,,+,<30,+,40,-,,-,,+,80,,,,,
2017,5,May,VT,Addison,0.44,0.65,-,,-,,-,,+,<30,-,,-,,+,90,,,,,
2017,5,May,MN,Anoka,0.32,0.4,-,,-,,+,30,+,90,+,60,-,,+,50,,,,,"Bee Bread, No Detections"
2017,5,May,AL,Baldwin,3.8,0,-,,+,40,+,70,-,,+,<30,-,,-,,,,,,"Bee Bread, Coumaphos (Trace), Oxyfluorfen (Trace)"
2017,5,May,TN,Bedford,7.76,0,-,,-,,+,30,+,70,-,,-,,-,,,,,,
2017,5,May,KY,Boyd,2.07,0,+,<30,-,,+,60,-,,-,,-,,-,,,,,,
2017,5,May,VA,Buckingham,3.73,0,-,,-,,+,<30,-,,-,,-,,+,90,,,,,
2017,5,May,VA,Buckingham,0.86,0,-,,+,60,+,<30,-,,-,,-,,+,40,,,,,
2017,5,May,ND,Burleigh,,,-,,+,90,+,<30,+,80,+,70,-,,+,90,,,,,
2017,5,May,CA,Butte,0.19,0.55,-,,-,,+,<30,+,40,-,,-,,+,90,,,,,
2017,5,May,CA,Butte,1.04,0.85,+,40,+,60,+,40,+,90,-,,-,,+,30,,,,,
2017,5,May,PR,Cabo Rojo,0,0.05,+,50,-,,+,30,-,,-,,-,,+,40,,,,,
2017,5,May,MI,Calhoun,0,0.95,-,,-,,+,<30,+,30,+,70,-,,-,,,,,,
2017,5,May,TN,Carrol,3.88,0,-,,-,,+,70,-,,-,,-,,-,,,,,,"Bee Bread, No Detections"
2017,5,May,MD,Cecil,0,0,-,,-,,+,<30,+,<30,-,,-,,-,,,,,,"Bee Bread, Acetamiprid (6.0), Atrazine (7.0), Carbendazim (MBC) (28.0), Chlorpyrifos (139.0), Propiconazole (136.0), 2,4-DMPF (11.0)"
2017,5,May,VA,Chesterfield,0.35,0.15,-,,-,,+,<30,-,,-,,-,,+,<30,,,,,
2017,5,May,VT,Chittenden,0.65,1,-,,-,,+,<30,-,,-,,-,,-,,,,,,"Wax, Coumaphos (136.0), Coumaphos oxon (9.0), Fenamidone (Trace), Fluvalinate (Trace), Indoxacarb (Trace), Piperonyl butoxide (Trace), Thymol (4590.0)"
2017,5,May,TN,Cocke,0.09,0.8,-,,-,,+,70,-,,-,,-,,+,70,,,,,"Bee Bread, No Detections"
2017,5,May,TN,Coffee,3.47,1.05,-,,+,70,+,60,+,<30,-,,-,,+,40,,,,,
2017,5,May,TX,Coke,6.26,0,-,,+,30,+,40,-,,-,,-,,-,,,,,,
2017,5,May,PR,Comerio,5.17,0.2,+,70,-,,+,60,-,,-,,-,,+,70,,,,,
2017,5,May,IA,Dallas,0,0.2,-,,-,,-,,+,70,-,,-,,+,90,,,,,
2017,5,May,IA,Dallas,0,0.1,-,,-,,+,<30,+,60,-,,-,,+,90,,,,,
2017,5,May,TX,Dimmit,1.58,0,-,,-,,+,60,+,90,-,,-,,-,,,,,,
2017,5,May,TX,Dimmit,1.34,0,-,,-,,+,<30,+,60,-,,-,,-,,,,,,
2017,5,May,UT,Duchesne,0,0.3,-,,-,,-,,-,,+,50,-,,-,,,,,,"Bee Bread, Diuron (39.0)"
2017,5,May,PR,Fajardo,2.21,0.25,+,<30,-,,+,60,-,,-,,-,,-,,,,,,
2017,5,May,TN,Franklin,1.2,0.15,-,,+,60,+,<30,+,<30,-,,-,,-,,,,,,"Bee Bread, Atrazine (8.0), Thymol (Trace)"
2017,5,May,CA,Glenn,0.53,0,+,40,-,,+,<30,+,30,-,,-,,-,,,,,,
2017,5,May,IN,Grant,0,0.1,+,30,+,<30,+,60,+,30,-,,-,,+,90,,,,,"Bee Bread, Atrazine (7.0), 2,4-DMPF (60.0)"
2017,5,May,IN,Green,0.94,0,-,,+,60,+,90,-,,-,,-,,+,90,,,,,
2017,5,May,PR,Guanica,5.74,0.05,+,<30,-,,+,50,-,,-,,-,,+,<30,,,,,
2017,5,May,IA,Hancock,0.12,0.8,-,,-,,+,<30,+,90,+,50,-,,+,90,,,,,
2017,5,May,IN,Hancock,0.43,0.1,-,,-,,+,40,-,,-,,-,,+,90,,,,,
2017,5,May,MD,Harford,0.59,0.15,-,,+,60,-,,-,,-,,-,,+,40,,,,,"Bee Bread, No Detections, Atrazine (6.0)"
2017,5,May,CT,Hartford,3.64,0,-,,+,80,+,50,-,,-,,-,,-,,,,,,"Wax, Coumaphos (Trace), Coumaphos oxon (1.0), Fenpyroximate (Trace), Fluvalinate (Trace), Piperonyl butoxide (Trace), Propargite (3.0), Tebufenozide (2.0), Tetramethrin (1760.0), 2,4-DMPF (Trace)"
2017,5,May,NC,Henderson,0.16,0,-,,-,,-,,+,30,+,30,-,,+,30,,,,,"Bee Bread, 2,4-DMPF (10.0), Thymol (Trace)"
2017,5,May,TN,Hideman,7.82,0,-,,+,40,+,50,-,,-,,-,,+,80,,,,,"Bee Bread, Atrazine (110.0), Endosulfan II (Trace), Endosulfan sulfate (Trace), Metolachlor (36.0), Metribuzin (Trace), 2,4-DMPF (1800.0)"
2017,5,May,OR,Hood River,0.08,0.95,-,,-,,-,,+,<30,+,40,-,,+,90,,,,,
2017,5,May,IN,Jackson,0.1,0,-,,-,,+,60,+,90,-,,-,,-,,,,,,"Bee Bread, 2,4-DMPF (111.0)"
2017,5,May,MI,Jackson,0.92,0.7,-,,-,,-,,-,,-,,-,,+,60,,,,,
2017,5,May,IN,Jackson,0.29,0,-,,-,,+,40,+,80,+,50,-,,+,30,,,,,"Bee Bread, Atrazine (14.0), Coumaphos (167.0), Coumaphos oxon (14.0), Fluvalinate (5.0), 2,4-DMPF (316.0)"
2017,5,May,IN,Jackson,0,0.1,-,,-,,+,<30,+,30,-,,-,,+,40,,,,,"Bee Bread, Coumaphos (18.0), Diflubenzuron (7.0), Fluvalinate (Trace), Metolachlor (7.0), 2,4-DMPF (392.0)"
2017,5,May,KY,Kenton,2.08,0.3,-,,-,,+,40,-,,-,,-,,+,70,,,,,
2017,5,May,WI,Lafayette,0.35,0.6,-,,-,,-,,+,70,+,50,-,,+,40,,,,,
2017,5,May,TN,Lake,1.3,0,+,<30,-,,+,50,-,,-,,-,,-,,,,,,
2017,5,May,PR,Lares,11.08,0.05,+,30,-,,+,70,-,,-,,-,,+,70,,,,,
2017,5,May,WV,Lewis,0.09,0,-,,-,,-,,-,,-,,-,,-,,,,,,"Wax, Carbendazim (Trace), Chlorpyrifos (Trace), Coumaphos (41.0), Coumaphos oxon (3.0), Diphenylamine (Trace), Diuron (2.0), Fenpyroximate (16.0), Fluvalinate (749.0), Hexythiazox (6.0), Piperonyl butoxide (13.0), Propargite (148.0), Thymol (22.0)"
2017,5,May,TN,Lincoln,8.39,0.05,-,,+,<30,+,80,+,90,+,70,-,,-,,,,,,
2017,5,May,CT,Litchfield,0,0,-,,-,,-,,-,,-,,-,,-,,,,,,"Wax, Fenpyroximate (4.0), Carbendazim (7.0), Coumaphos (8.0), Coumaphos oxon (1.0), Diuron (7.0), Fluvalinate (124.0), Propargite (Trace), Tebufenozide (1.0), Thymol (12.0), 2,4-DMPF (Trace)"
2017,5,May,NC,Macon,1.65,0.25,-,,-,,+,40,+,40,-,,-,,+,90,,,,,
2017,5,May,IA,Madison,0,0.55,-,,-,,+,80,+,30,-,,-,,+,80,,,,,
2017,5,May,KY,Marshall,1.39,0,-,,-,,-,,-,,-,,-,,+,70,,,,,
2017,5,May,AL,Mobile,3.39,0,-,,-,,+,30,-,,-,,-,,-,,,,,,"Bee Bread, Atrazine (27.0), Chlorpyrifos (58.0), Coumaphos (25.0), 2,4-DMPF (Trace)"
2017,5,May,MD,Montgomery,3.88,0.9,-,,-,,+,<30,-,,-,,-,,-,,,,,,
2017,5,May,TN,Moore,2.31,0.1,-,,-,,+,40,+,50,-,,-,,+,60,,,,,"Bee Bread, No Detections"
2017,5,May,IN,Morgan,7.17,0.25,-,,-,,+,60,+,50,-,,-,,+,80,,,,,
2017,5,May,IN,Morgan,1.06,0.2,-,,+,90,-,,-,,-,,-,,+,90,,,,,
2017,5,May,PR,Naranjito,7.91,1.3,+,<30,-,,+,60,-,,-,,-,,+,90,,,,,
2017,5,May,IA,Polk,2.24,0.35,+,40,-,,+,<30,+,40,-,,-,,+,90,,,,,
2017,5,May,IA,Polk,0.47,0.8,-,,+,70,+,40,+,90,-,,-,,-,,,,,,
2017,5,May,WV,Preston,0,0,-,,-,,-,,+,<30,+,50,-,,+,90,,,,,"Wax, Atrazine (Trace), Azoxystrobin (58.0), Boscalid (16.0), Carbendazim (Trace), Coumaphos (152.0), Coumaphos oxon (6.0), Cyprodinil (7.0), Difenoconazole (26.0), Fenpyroximate (Trace), Fluopyram (4.0), Fluvalinate (314.0), Methoxyfenozide (7.0), Penthiopyrad (50.0), Piperonyl butoxide (Trace), Propargite (Trace), Propiconazole (Trace), Pyraclostrobin (18.0), Thymol (99.0), Trifloxystrobin (20.0), 2,4-DMPF (459.0)"
2017,5,May,VA,Prince George,6.28,0.15,-,,-,,+,70,-,,+,40,-,,-,,,,,,
2017,5,May,TN,Putnam,3.38,0.15,-,,+,70,+,50,-,,-,,-,,-,,,,,,
2017,5,May,WI,Racine,1.28,0.9,-,,-,,+,30,+,80,-,,-,,+,90,,,,,
2017,5,May,VA,Rockbridge,0,0.85,-,,+,40,+,40,-,,-,,-,,+,70,,,,,"Bee Bread, No Detections"
2017,5,May,UT,Salt Lake,1.06,5.45,+,<30,-,,-,,+,40,-,,-,,+,70,,,,,
2017,5,May,UT,Salt Lake,0.28,0.2,+,60,+,90,-,,+,30,-,,-,,+,50,,,,,"Bee Bread, No Detections"
2017,5,May,UT,Salt Lake,0.23,0.35,-,,-,,-,,+,30,-,,-,,+,80,,,,,
2017,5,May,PR,San Sebastian,8.03,0.05,+,50,-,,+,70,-,,-,,-,,+,80,,,,,
2017,5,May,PR,San Sebastian,4.99,0,+,<30,-,,+,70,-,,-,,-,,+,60,,,,,
2017,5,May,PR,Santa Isabel,4.72,0.05,-,,-,,+,60,-,,-,,-,,-,,,,,,
2017,5,May,CA,Shasta,0.25,1.4,-,,-,,+,<30,+,30,+,70,-,,+,90,,,,,
2017,5,May,UT,Summit,0.56,1.9,-,,-,,-,,+,30,-,,-,,+,90,,,,,"Bee Bread, No Detections"
2017,5,May,TN,Sumner,0.64,0,-,,-,,+,<30,+,40,+,50,+,50,+,60,,,,,"Bee Bread, Azoxystrobin (160.0), Difenoconazole (54.0), Metolachlor (Trace), 2,4-DMPF (13.0)"
2017,5,May,IA,Tama,0.72,0.35,-,,-,,-,,+,70,-,,-,,-,,,,,,
2017,5,May,TX,Trinity,0.64,0.4,+,<30,-,,+,<30,+,90,-,,-,,+,90,,,,,
2017,5,May,WV,Tyler,1.97,0,-,,+,40,+,40,-,,-,,-,,-,,,,,,
2017,5,May,UT,Uintah,0.23,0.5,-,,-,,+,40,-,,-,,-,,+,60,,,,,"Bee Bread, Chlorpyrifos (9.0), Diuron (Trace)"
2017,5,May,PA,Union,0.1,0.8,-,,-,,+,70,-,,+,80,-,,+,60,,,,,"Bee Bread, Pyrimethanil (Trace), Thymol (58.0), 2,4-DMPF (1100.0)"
2017,5,May,PR,Utuado,3.78,0.05,+,<30,-,,+,30,-,,-,,-,,-,,,,,,
2017,5,May,PR,Utuado,3.77,0,+,70,-,,+,60,-,,-,,-,,-,,,,,,
2017,5,May,PR,Vieques,6.34,0.5,+,<30,-,,+,60,-,,-,,-,,-,,,,,,
2017,5,May,IN,Wabash,0.59,0.25,-,,+,90,+,40,+,<30,+,70,-,,+,90,,,,,"Bee Bread, Atrazine (11.0), 2,4-DMPF (23.0)"
2017,5,May,IN,Wabash,0.37,0.1,-,,-,,-,,+,70,+,80,-,,+,30,,,,,"Bee Bread, Atrazine (9.0)"
2017,5,May,MN,Washington,0.52,0,+,40,-,,+,70,+,30,-,,-,,-,,,,,,"Bee Bread, Atrazine (Trace)"
2017,5,May,TN,Washington,6.26,0.05,-,,+,50,+,<30,+,60,-,,-,,+,30,,,,,
2017,5,May,TN,Wilson,2.21,0.1,-,,-,,+,80,+,90,+,70,-,,-,,,,,,
2017,5,May,PR,Yabucoa,2.98,0,+,<30,-,,+,70,-,,-,,-,,+,40,,,,,
2017,5,May,PR,Yauco,11.1,0.35,+,<30,-,,+,40,-,,-,,-,,+,80,,,,,
2017,6,June,PA,Adams,0.19,0,-,,-,,+,<30,-,,+,60,+,80,-,,,,,,
2017,6,June,VT,Addison,2.68,0,-,,-,,-,,-,,+,60,-,,-,,,,,,"Wax, Coumaphos (19.0), Coumaphos oxon (2.0), Cyprodinil (5.0), Difenoconazole (Trace), Diphenylamine (Trace), Fluvalinate (77.0), Penthiopyrad (12.0), Permethrin (Trace), Tebufenozide (2.0), Thymol (40.0), Trifloxystrobin (2.0)"
2017,6,June,VT,Addison,1.1,0.1,-,,-,,+,60,+,30,-,,-,,-,,,,,,
2017,6,June,VT,Addison,1.01,2.05,-,,-,,+,50,-,,-,,-,,-,,,,,,
2017,6,June,VT,Addison,0.18,0.15,-,,-,,-,,-,,-,,-,,-,,,,,,
2017,6,June,VT,Addison,2.83,0.8,-,,-,,+,70,+,<30,-,,-,,-,,,,,,
2017,6,June,VT,Addison,0,0.8,-,,-,,-,,-,,-,,-,,-,,,,,,"Wax, Coumaphos (289.0), Coumaphos oxon (16.0), Fluvalinate (Trace), 2,4-DMPF (128.0)"
2017,6,June,NC,Alamance,1.28,0,-,,-,,+,30,+,Virus Present,-,,-,,+,90,,,,,
2017,6,June,KS,Allen,1.77,0,-,,-,,+,70,+,50,-,,-,,+,<30,,,,,"Wax, Atrazine (5.0), Chlorpyrifos (Trace), Coumaphos (36.0), DDE, p,p' (Trace), Diuron (2.0), Fluvalinate (300.0), Hexythiazox (6.0), Iprodione (Trace), Methoprene (Trace), Metolachlor (Trace), Omethoate (3350.0), Propargite (39.0)"
2017,6,June,PR,Anasco,3.57,0,+,<30,-,,+,70,-,,-,,-,,+,70,,,,,
2017,6,June,PA,Bedford,0,0,-,,-,,-,,-,,-,,-,,+,70,,,,,
2017,6,June,VT,Bennington,0.57,0.1,-,,-,,+,50,-,,-,,-,,-,,,,,,
2017,6,June,VT,Bennington,1.22,0.95,+,40,-,,+,70,-,,-,,-,,+,50,,,,,"Wax, Carbaryl (Trace), Chlorpyrifos (Trace), Chlorthal-dimethyl (DCPA) (Trace), Coumaphos (59.0), Coumaphos oxon (9.0), Cyprodinil (5.0), Difenoconazole (Trace), Fenpyroximate (Trace), Fluvalinate (186.0), Metolachlor (Trace), Propargite (Trace), Thymol (Trace)"
2017,6,June,OR,Benton,0,0,-,,+,90,+,<30,+,90,+,70,-,,+,60,,,,,
2017,6,June,OR,Benton,0,0.6,-,,-,,-,,-,,-,,-,,-,,,,,,
2017,6,June,OR,Benton,0,0.1,-,,+,30,-,,+,<30,-,,-,,+,70,,,,,
2017,6,June,AR,Benton,3.38,0,-,,-,,+,<30,+,90,-,,-,,+,30,,,,,"Wax, Coumaphos (9.0), Coumaphos oxon (1.0), DDE, p,p' (Trace), DEET (9.0), Fenamidone (Trace), Fenpyroximate (29.0), Fluvalinate (44.0), Hexythiazox (Trace), Permethrin (Trace), Piperonyl butoxide (Trace), Propargite (5.0), Spirodiclofen (Trace), Tebufenozide (Trace)"
2017,6,June,AR,Benton,1.16,0,-,,-,,+,<30,+,50,-,,-,,+,<30,,,,,"Wax, Atrazine (Trace), Chlorpyrifos (Trace), Coumaphos (29.0), DDE, p,p' (Trace), DEET (7.0), Fenpyroximate (7.0), Fluvalinate (58.0), Hexythiazox (Trace), Iprodione (Trace), MGK-264 (Trace), Permethrin (Trace), Piperonyl butoxide (14.0), Propargite (6.0), Spirodiclofen (6.0), Tebufenozide (1.0), Thymol (371.0)"
2017,6,June,WV,Berkeley,0.82,0.15,-,,+,90,+,<30,+,<30,-,,-,,+,<30,,,,,
2017,6,June,NC,Bertie,4.63,0.15,-,,-,,+,60,+,90,-,,-,,-,,,,,,
2017,6,June,TX,Bexar,4.6,0,+,70,+,50,+,<30,+,90,-,,-,,+,30,,,,,
2017,6,June,ID,Bingham,0,0.05,-,,-,,+,<30,+,50,-,,-,,+,60,,,,,"Wax, Azoxystrobin (7.0), Boscalid (24.0), Buprofezin (10.0), Carbaryl (20.0), Carbendazim (4.0), Chlorpropham (Trace), Chlorpyrifos (7.0), Chlorthal-dimethyl (DCPA) (Trace), Coumaphos (124.0), Coumaphos oxon (5.0), Cyprodinil (28.0), Diuron (5.0), Endosulfan II (Trace), Fluopyram (3.0), Fluvalinate (Trace), Fluxapyroxad (5.0), Imidacloprid (15.0), Iprodione (225.0), Methoxyfenozide (14.0), Pendimethalin (Trace), Penthiopyrad (3.0), Piperonyl butoxide (60.0), Propiconazole (17.0), Pyraclostrobin (44.0), Pyriproxyfen (5.0), Spinosad (8.0), Tebuconazole (7.0), Thymol (3420.0), Trifloxystrobin (8.0), 2,4-DMPF (452.0)"
2017,6,June,UT,Box Elder,0,0.05,-,,-,,-,,+,30,+,50,-,,-,,,,,,
2017,6,June,IA,Bremer,0.3,0.1,-,,-,,-,,+,40,+,50,-,,+,90,,,,,
2017,6,June,NC,Buncumbe,5.17,0,-,,-,,+,30,+,90,-,,-,,-,,,,,,
2017,6,June,PR,Caguas,2.03,0,+,30,-,,+,50,-,,-,,-,,-,,,,,,
2017,6,June,NC,Caswell,0.1,0.1,-,,-,,-,,+,70,-,,-,,-,,,,,,
2017,6,June,NC,Changry,1.33,0.05,-,,-,,+,<30,-,,-,,-,,-,,,,,,
2017,6,June,MN,Chisago,0.44,0,-,,-,,+,40,+,90,-,,-,,+,70,,,,,
2017,6,June,VT,Chittenden,0.09,0.25,-,,-,,+,<30,+,40,-,,-,,+,90,,,,,
2017,6,June,VT,Chittenden,0.2,0.5,-,,-,,+,<30,+,40,-,,-,,-,,,,,,"Wax, Coumaphos (27.0), Fenpyroximate (Trace), Fluvalinate (241.0), Metolachlor (Trace), Thymol (194.0), 2,4-DMPF (Trace)"
2017,6,June,VT,Chittenden,1.87,0.95,-,,-,,+,<30,+,<30,-,,-,,+,40,,,,,"Wax, Atrazine (Trace), Coumaphos (25.0), Fenpyroximate (11.0), Fluvalinate (188.0), Hexythiazox (3.0), Propargite (35.0), Thymol (455.0)"
2017,6,June,VT,Chittenden,0.9,0.2,-,,-,,+,30,+,40,-,,-,,+,<30,,,,,
2017,6,June,OR,Clackamas,4.32,0.05,-,,-,,-,,+,70,+,80,+,60,+,80,,,,,
2017,6,June,OR,Clackamas,1.59,0.1,+,60,-,,+,<30,+,60,-,,-,,-,,,,,,
2017,6,June,KY,Clay,1.25,0,-,,-,,+,<30,-,,-,,-,,-,,,,,,
2017,6,June,WV,Clay,2.44,0,-,,+,<30,+,<30,-,,-,,-,,+,80,,,,,"Wax, Coumaphos (22.0), DEET (41.0), Fluvalinate (Trace), Spirodiclofen (Trace), Thymol (29300.0)"
2017,6,June,NC,Cleveland,3.57,0,-,,-,,+,40,+,30,-,,-,,-,,,,,,
2017,6,June,NC,Cleveland,3.94,0,-,,-,,+,70,-,,-,,-,,-,,,,,,
2017,6,June,NC,Cleveland,3.12,0,-,,-,,+,40,+,30,-,,+,80,-,,,,,,
2017,6,June,WA,Columbia,4.99,0.8,-,,+,30,+,<30,+,<30,-,,-,,+,<30,,,,,"Wax, Azoxystrobin (14.0), Boscalid (26.0), Buprofezin (18.0), Carbaryl (129.0), Carbendazim (59.0), Chlorantraniliprole (Trace), Chlorothalonil (Trace), Chlorpyrifos (115.0), Chlorthal-dimethyl (DCPA) (6.0), Coumaphos (314.0), Coumaphos oxon (42.0), Cyprodinil (86.0), Dimethoate (14.0), Diuron (11.0), Fenpyroximate (203.0), Fluopyram (47.0), Fluvalinate (76.0), Indoxacarb (Trace), Iprodione (153.0), Metconazole (Trace), Methoxyfenozide (16.0), Metolachlor (Trace), Pendimethalin (Trace), Penthiopyrad (8.0), Piperonyl butoxide (39.0), Prometon (10.0), Propargite (34.0), Pyraclostrobin (35.0), Spinetoram (Trace), Spinosad (24.0), Tebuconazole (16.0), Thymol (1200.0), Trifloxystrobin (10.0), 2,4-DMPF (50.0)"
2017,6,June,WA,Columbia,0.15,0.2,-,,-,,+,<30,+,70,-,,-,,+,90,,,,,
2017,6,June,AR,Crittenden,0.21,0,-,,+,90,-,,+,30,+,70,-,,-,,,,,,"Wax, Metolachlor (Trace), Acetochlor (Trace), 2,4-DMPF (3.0), Azoxystrobin (3.0), Coumaphos (23.0), DDE, p,p' (Trace), DEET (19.0), Fluvalinate (Trace), Hexythiazox (Trace), Permethrin (Trace), Piperonyl butoxide (Trace), Spirodiclofen (5.0), Trifloxystrobin (2.0)"
