,year,yieldpercol,nTHIACLOPRID,prevyear_nIMIDACLOPRID,prevyear_nACETAMIPRID,NorthDakota_PrevYear,avg_temp,anomaly,varroa,spores,cbpv_max,dwv_max,iapv_max,kbv_max,sbpv_max,abpv_max,lsv2_max,mkv_max,cbpv_prob,dwv_prob,kbv_prob,sbpv_prob,abpv_prob,dwv-b_prob,lsv2_prob,mkv_prob,prevyearspores,prevyearvarroa,urbanicity,Prev Hazardous Days,Prev Days CO,Prev Days NO2,Prev Days Ozone,Prev Days PM2.5,Prev Days PM10,StateName_Alabama,StateName_Arizona,StateName_Arkansas,StateName_Colorado,StateName_Florida,StateName_Georgia,StateName_Hawaii,StateName_Idaho,StateName_Illinois,StateName_Indiana,StateName_Iowa,StateName_Kansas,StateName_Kentucky,StateName_Louisiana,StateName_Maine,StateName_Maryland,StateName_Michigan,StateName_Minnesota,StateName_Mississippi,StateName_Missouri,StateName_Montana,StateName_Nebraska,StateName_Nevada,StateName_New Jersey,StateName_New Mexico,StateName_New York,StateName_North Carolina,StateName_North Dakota,StateName_Ohio,StateName_Oklahoma,StateName_Oregon,StateName_Pennsylvania,StateName_South Carolina,StateName_South Dakota,StateName_Tennessee,StateName_Texas,StateName_Utah,StateName_Vermont,StateName_Virginia,StateName_Washington,StateName_West Virginia,StateName_Wisconsin,StateName_Wyoming,Region_Midwest,Region_Northeast,Region_South,Region_West
388,2008,98,0.0,5697.0,1489.5,74.0,63.3,-0.3,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.0,0.0714285714285714,106.0,159.78571428571428,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
389,2006,98,0.0,7273.6,1403.0,91.0,64.8,1.2,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.0,2.631578947368421,93.3157894736842,116.63157894736842,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,2015,83,0.0,16294.1,542.2,86.0,65.3,1.7,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,49.4,0.0,0.0,12.1,182.6,112.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,2007,92,0.0,5332.2,2585.9,74.0,65.0,1.4,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.0,0.0714285714285714,110.0,137.85714285714286,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,2005,80,0.0,7601.9,2104.3,78.0,64.3,0.7,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.0,6.3,116.15,114.35,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,2010,98,0.0,9380.4,743.6,77.0,63.5,-0.1,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,49.4,0.0,0.0,3.642857142857143,109.57142857142856,152.57142857142858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,2013,116,0.0,22205.7,81.0,69.0,63.1,-0.5,2.0448,0.276,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2775769230769231,2.068202564102564,49.4,0.0,0.0,11.0,142.0909090909091,159.1818181818182,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,2001,66,0.0,682.0,0.0,115.0,63.7,0.1,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.7777777777777778,10.444444444444445,143.61111111111111,85.22222222222223,4.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,2000,72,0.0,2514.3,0.0,105.0,64.2,0.6,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,1.7,11.35,120.3,54.05,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
397,2011,115,0.0,21952.9,200.8,91.0,64.4,0.8,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,49.4,0.0,0.0,6.230769230769231,125.3076923076923,163.15384615384616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
398,2012,118,0.0,22192.3,303.8,71.0,65.7,2.1,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,49.4,0.0,0.0,6.307692307692308,124.76923076923076,161.23076923076923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
399,2004,65,0.0,4981.0,80.7,87.0,64.0,0.4,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.0,4.526315789473684,121.63157894736842,104.57894736842104,0.2105263157894736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,1999,73,0.0,1404.8,0.0,128.0,65.0,1.4,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,2.571428571428572,10.285714285714286,173.92857142857142,0.0,27.214285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
401,2002,78,0.0,3182.7,0.0,96.0,64.0,0.4,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,1.1578947368421053,10.526315789473683,145.6315789473684,86.36842105263158,3.3157894736842106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
402,1998,86,0.0,12671.921052631578,334.5105263157895,85.1,65.8,2.2,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,0.4293211097920239,6.699294580458015,134.77625261780386,116.05776175194455,2.144826979730027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
403,2016,85,0.0,8338.6,304.7,74.0,65.9,2.3,2.9575,0.3374999999999999,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0833333333333333,0.75,0.0833333333333333,0.0,0.0833333333333333,0.0,0.25,0.0,0.2775769230769231,2.068202564102564,49.4,0.0,0.0,7.818181818181818,166.36363636363637,121.45454545454544,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
404,2014,112,0.0,12342.7,0.0,69.0,62.3,-1.3,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,49.4,0.0,0.0,11.8,193.8,106.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405,2003,69,0.0,4080.3,177.6,75.0,63.3,-0.3,2.068202564102564,0.277576923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0534188034188033,0.8397435897435898,0.0,0.0,0.0,0.0,1.0,0.0,0.297551282051282,2.3646350427350424,48.8,0.0,1.95,6.55,122.45,93.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,1998,122,0.0,12671.921052631578,334.5105263157895,85.1,43.8,2.7,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.002770083102493,26.983413325037898,4.678352086238676,42.8558742996905,124.64811541001863,67.1057336088133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,1999,70,0.0,44.5,0.0,128.0,44.0,2.9,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,89.0,6.071428571428571,13.285714285714286,3.928571428571429,168.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,2000,88,0.0,264.2,0.0,105.0,42.4,1.3,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,77.0,3.933333333333333,12.2,33.666666666666664,146.26666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,2005,67,0.0,201.4,9.3,78.0,43.1,2.0,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,35.4,3.8,9.9,93.55,84.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,2006,79,0.0,355.8,9.7,91.0,44.4,3.3,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,30.8,0.1,19.4,98.65,84.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,2002,63,0.0,296.6,0.0,96.0,41.4,0.3,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,52.95,7.6,17.6,65.2,87.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,2008,70,0.0,147.3,4.8,74.0,41.4,0.3,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,19.105263157894736,1.1578947368421053,21.68421052631579,132.1578947368421,70.78947368421052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,2007,68,0.0,294.4,6.8,74.0,44.0,2.9,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,22.42105263157895,0.7368421052631579,26.68421052631579,114.15789473684212,83.63157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,2001,102,0.0,616.7,0.0,115.0,43.6,2.5,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,62.8235294117647,6.352941176470588,10.882352941176473,78.3529411764706,104.58823529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,2004,77,0.0,139.8,9.6,87.0,42.8,1.7,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,47.66666666666666,21.52380952380953,9.571428571428571,71.38095238095238,88.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,2012,52,0.0,5994.0,0.0,71.0,44.5,3.4,2.646666666666667,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0666666666666666,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08,5.63,55.9,0.0,1.3888888888888888,1.5555555555555556,65.16666666666667,182.94444444444449,34.333333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,2003,66,0.0,55.2,0.0,75.0,43.3,2.2,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,46.77272727272727,23.954545454545453,15.863636363636363,66.0909090909091,81.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,2017,72,2.6,172.0,0.0,78.0,43.2,2.1,3.9635,0.1225,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,0.0,0.9,0.5,0.0,0.1348484848484848,2.357878787878788,55.9,0.0526315789473684,0.1578947368421052,1.368421052631579,110.52631578947368,170.47368421052633,25.42105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,2011,92,0.0,5529.1,6.4,91.0,41.6,0.5,5.63,0.08,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.4094777110144758,3.143504837640385,55.9,0.0,3.1052631578947367,1.368421052631579,58.47368421052632,191.68421052631572,31.68421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,2009,70,0.0,166.4,6.2,90.0,41.1,0.0,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,54.1,0.0,18.73684210526316,0.5789473684210527,12.63157894736842,158.94736842105263,57.63157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,2015,83,0.0,9591.7,2.6,86.0,44.9,3.8,2.599310344827586,0.1683333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1,0.8333333333333334,0.0333333333333333,0.0,0.0333333333333333,1.0,0.5666666666666667,0.0,0.0249999999999999,8.24875,55.9,0.0,0.0,1.0526315789473684,105.3157894736842,171.31578947368422,27.157894736842103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,2010,74,0.0,2619.0,4.9,77.0,41.6,0.5,3.674562733243768,0.4346807359307359,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1287878787878787,0.8561688311688311,0.0,0.0,0.0,1.0,1.0,0.0,0.4756775517899467,3.557420567192394,55.9,0.0,4.777777777777778,2.9444444444444446,28.444444444444443,200.44444444444449,29.944444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,2016,77,0.0,1130.6,0.7,74.0,44.6,3.5,2.357878787878788,0.1348484848484848,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1515151515151515,0.8181818181818182,0.0303030303030303,0.0,0.0909090909090909,0.9393939393939394,0.5757575757575758,0.0,0.1683333333333333,2.599310344827586,55.9,0.0,0.5263157894736842,1.631578947368421,99.10526315789474,177.3684210526316,29.157894736842103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,2013,94,0.0,8595.8,0.0,69.0,42.4,1.3,0.2758333333333333,1.5020833333333334,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2083333333333333,0.7916666666666666,0.5833333333333334,0.0,0.0,1.0,0.8333333333333334,0.0,1.01,2.646666666666667,55.9,0.0,0.0526315789473684,2.1578947368421053,71.05263157894737,185.94736842105263,19.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,2014,88,0.0,18253.6,5.1,69.0,41.9,0.8,8.24875,0.0249999999999999,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.375,1.0,0.25,0.0,0.25,1.0,0.375,0.0,1.5020833333333334,0.2758333333333333,55.9,0.0,0.0,1.0,106.47368421052632,172.05263157894737,19.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,2013,38,68.7,12598.5,497.8,69.0,58.6,0.1,1.6766666666666667,0.0666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.125,1.0,0.0,0.0,0.0,6.0,66.1,0.0,0.0,0.4,154.9777777777778,129.33333333333334,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,2003,44,0.0,3016.9,0.0,75.0,58.7,0.2,3.827123685837972,0.2462810760667903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810142238713667,0.8918367346938776,0.0,0.0,0.0,1.0,0.0,0.0,0.2644227156771799,3.780825052179963,60.2,0.0,4.196078431372549,0.9411764705882352,147.0392156862745,70.84313725490196,1.6862745098039216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428,2006,50,440.6,6303.5,81.7,91.0,59.8,1.3,3.827123685837972,0.2462810760667903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810142238713667,0.8918367346938776,0.0,0.0,0.0,1.0,0.0,0.0,0.2644227156771799,3.780825052179963,60.2,0.0,2.375,0.6458333333333334,136.95833333333334,84.39583333333333,1.4791666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429,2005,54,199.4,5573.4,53.1,78.0,59.4,0.9,3.827123685837972,0.2462810760667903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810142238713667,0.8918367346938776,0.0,0.0,0.0,1.0,0.0,0.0,0.2644227156771799,3.780825052179963,60.2,0.0,3.76,1.14,136.56,85.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,2017,41,2.6,24306.5,728.4,78.0,61.0,2.5,3.8007142857142857,0.1142857142857142,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1428571428571428,0.8928571428571429,0.1071428571428571,0.0,0.0,0.7142857142857143,0.3571428571428571,0.0,1.1875,2.79,66.1,0.0,0.0,0.8333333333333334,192.47222222222223,96.52777777777776,5.805555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,2009,45,7.2,5478.6,369.2,90.0,58.9,0.4,3.827123685837972,0.2462810760667903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810142238713667,0.8918367346938776,0.0,0.0,0.0,1.0,0.0,0.0,0.2644227156771799,3.780825052179963,60.2,0.0,0.0,0.5531914893617021,127.82978723404256,124.4255319148936,1.127659574468085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,2000,49,0.0,3549.8,0.0,105.0,58.4,-0.1,3.827123685837972,0.2462810760667903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0810142238713667,0.8918367346938776,0.0,0.0,0.0,1.0,0.0,0.0,0.2644227156771799,3.780825052179963,60.2,0.0,8.64,0.9,147.46,59.92,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433,2016,37,0.0,13326.1,552.1,74.0,60.8,2.3,2.79,1.1875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1681818181818181,4.701818181818182,66.1,0.0,0.0,0.5909090909090909,158.86363636363637,115.8181818181818,0.0227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434,2014,43,238.7,19714.7,261.4,69.0,58.4,-0.1,2.3966666666666665,0.0333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0666666666666666,1.6766666666666667,66.1,0.0,0.0,0.3478260869565217,145.47826086956522,135.58695652173913,0.1521739130434782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,2015,45,185.9,27637.0,320.0,86.0,60.5,2.0,4.701818181818182,0.1681818181818181,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0909090909090909,1.0,0.0909090909090909,0.0,0.0909090909090909,1.0,0.3636363636363636,0.0,0.0333333333333333,2.3966666666666665,66.1,0.0,0.0,0.5652173913043478,154.7391304347826,129.34782608695653,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
