,year,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,prevyear_nCLOTHIANIDIN,prevyear_nIMIDACLOPRID,prevyear_nTHIAMETHOXAM,prevyear_nACETAMIPRID,prevyear_nTHIACLOPRID,NorthDakota_PrevYear,prevyearyield,StateName_Alabama,StateName_Arizona,StateName_Arkansas,StateName_California,StateName_Colorado,StateName_Florida,StateName_Georgia,StateName_Hawaii,StateName_Idaho,StateName_Illinois,StateName_Indiana,StateName_Iowa,StateName_Kansas,StateName_Kentucky,StateName_Louisiana,StateName_Maine,StateName_Maryland,StateName_Michigan,StateName_Minnesota,StateName_Mississippi,StateName_Missouri,StateName_Montana,StateName_Nebraska,StateName_Nevada,StateName_New Jersey,StateName_New Mexico,StateName_New York,StateName_North Carolina,StateName_North Dakota,StateName_Ohio,StateName_Oklahoma,StateName_Oregon,StateName_Pennsylvania,StateName_South Carolina,StateName_South Dakota,StateName_Tennessee,StateName_Texas,StateName_Utah,StateName_Vermont,StateName_Virginia,StateName_Washington,StateName_West Virginia,StateName_Wisconsin,StateName_Wyoming,Region_Midwest,Region_Northeast,Region_South,Region_West
408,2000,124000.0,88,10912000.0,4692000.0,0.59,6438000.0,0.0,616.7,0.0,0.0,0.0,616.7,0.0,264.2,0.0,0.0,0.0,105.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,2005,130000.0,67,8710000.0,3136000.0,0.86,7491000.0,87.4,355.8,169.0,9.7,0.0,621.9,110.0,201.4,67.7,9.3,0.0,78.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,2006,132000.0,79,10428000.0,1981000.0,0.95,9907000.0,17.5,294.4,82.4,6.8,0.0,401.1,87.4,355.8,169.0,9.7,0.0,91.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,2002,134000.0,63,8442000.0,1097000.0,1.38,11650000.0,0.0,55.2,54.1,0.0,0.0,109.3,0.0,296.6,6.0,0.0,0.0,96.0,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,2008,134000.0,70,9380000.0,4596000.0,1.37,12851000.0,443.8,166.4,410.9,6.2,0.0,1027.3,96.1,147.3,80.1,4.8,0.0,74.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,2007,135000.0,68,9180000.0,2479000.0,0.99,9088000.0,96.1,147.3,80.1,4.8,0.0,328.3,17.5,294.4,82.4,6.8,0.0,74.0,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,2001,136000.0,102,13872000.0,4578000.0,0.67,9294000.0,0.0,296.6,6.0,0.0,0.0,302.6,0.0,616.7,0.0,0.0,0.0,115.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,2004,140000.0,77,10780000.0,3773000.0,1.08,11642000.0,110.0,201.4,67.7,9.3,0.0,388.4,0.0,139.8,29.7,9.6,0.0,87.0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,2012,145000.0,52,7540000.0,2413000.0,1.95,14703000.0,1460.8,8595.8,3206.4,0.0,0.0,13263.0,801.9,5994.0,5910.6,0.0,0.0,71.0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,2003,145000.0,66,9570000.0,1914000.0,1.44,13781000.0,0.0,139.8,29.7,9.6,0.0,179.1,0.0,55.2,54.1,0.0,0.0,75.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,2017,145000.0,72,10440000.0,2506000.0,2.3,24012000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,172.0,137.0,0.0,0.0,78.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,2011,145000.0,92,13340000.0,3202000.0,1.7,22678000.0,801.9,5994.0,5910.6,0.0,0.0,12706.5,2595.9,5529.1,4624.7,6.4,0.0,91.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,2009,146000.0,70,10220000.0,3577000.0,1.46,14921000.0,621.9,2619.0,2471.6,4.9,0.0,5717.4,443.8,166.4,410.9,6.2,0.0,90.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,2015,146000.0,83,12118000.0,3757000.0,1.94,23509000.0,0.0,1130.6,36.6,0.7,0.0,1167.9,2529.9,9591.7,5759.4,2.6,0.0,86.0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,2010,157000.0,74,11618000.0,2905000.0,1.58,18356000.0,2595.9,5529.1,4624.7,6.4,0.0,12756.1,621.9,2619.0,2471.6,4.9,0.0,77.0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
423,2016,159000.0,77,12243000.0,3183000.0,1.77,21670000.0,0.0,172.0,137.0,0.0,0.0,309.0,0.0,1130.6,36.6,0.7,0.0,74.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,2013,159000.0,94,14946000.0,5231000.0,2.09,31237000.0,1438.8,18253.6,5728.2,5.1,0.0,25425.7,1460.8,8595.8,3206.4,0.0,0.0,69.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
425,2014,162000.0,88,14256000.0,5132000.0,2.09,29795000.0,2529.9,9591.7,5759.4,2.6,0.0,17883.6,1438.8,18253.6,5728.2,5.1,0.0,69.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,2013,10000.0,38,380000.0,84000.0,3.67,1395000.0,14693.5,19714.7,12080.0,261.4,68.7,46818.3,23591.4,12598.5,12417.2,497.8,45.8,69.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
427,2003,10000.0,44,440000.0,79000.0,1.92,845000.0,0.0,2504.1,1090.6,0.0,0.0,3594.7,0.0,3016.9,2331.3,0.0,0.0,75.0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428,2006,10000.0,50,500000.0,215000.0,1.57,785000.0,4395.6,7366.0,7042.1,565.0,440.6,19809.3,3804.9,6303.5,1130.8,81.7,199.4,91.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
429,2005,10000.0,54,540000.0,146000.0,1.88,1015000.0,3804.9,6303.5,1130.8,81.7,199.4,11520.3,4368.0,5573.4,1280.5,53.1,28.3,78.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,2017,11000.0,41,451000.0,99000.0,4.34,1957000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,10668.5,24306.5,3115.5,728.4,0.0,78.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,2009,11000.0,45,495000.0,84000.0,2.57,1272000.0,8952.2,5843.9,12735.9,376.6,7.2,27915.8,4130.6,5478.6,15193.8,369.2,298.2,90.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,2000,11000.0,49,539000.0,243000.0,1.43,771000.0,0.0,2145.2,0.0,0.0,0.0,2145.2,0.0,3549.8,0.0,0.0,0.0,105.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433,2016,12000.0,37,444000.0,89000.0,4.78,2122000.0,10668.5,24306.5,3115.5,728.4,0.0,38818.9,644.6,13326.1,4136.0,552.1,185.9,74.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
434,2014,12000.0,43,516000.0,88000.0,3.49,1801000.0,20227.0,27637.0,10012.9,320.0,238.7,58435.6,14693.5,19714.7,12080.0,261.4,68.7,69.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,2015,12000.0,45,540000.0,103000.0,4.51,2435000.0,644.6,13326.1,4136.0,552.1,185.9,18844.7,20227.0,27637.0,10012.9,320.0,238.7,86.0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
436,2007,12000.0,45,540000.0,76000.0,2.49,1345000.0,8126.6,4319.2,6838.4,134.5,218.7,19637.4,4395.6,7366.0,7042.1,565.0,440.6,74.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
437,2008,12000.0,52,624000.0,137000.0,2.18,1360000.0,4130.6,5478.6,15193.8,369.2,298.2,25470.4,8126.6,4319.2,6838.4,134.5,218.7,74.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
438,2012,13000.0,39,507000.0,106000.0,3.76,1906000.0,23591.4,12598.5,12417.2,497.8,45.8,49150.7,10678.5,13127.3,13596.8,110.7,170.4,71.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439,2001,13000.0,44,572000.0,172000.0,1.48,847000.0,0.0,3898.4,0.0,0.0,0.0,3898.4,0.0,2145.2,0.0,0.0,0.0,115.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440,2010,13000.0,46,598000.0,144000.0,2.66,1591000.0,7108.9,7916.6,7038.0,742.9,121.1,22927.5,8952.2,5843.9,12735.9,376.6,7.2,77.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,2011,14000.0,62,868000.0,95000.0,2.83,2456000.0,10678.5,13127.3,13596.8,110.7,170.4,37683.7,7108.9,7916.6,7038.0,742.9,121.1,91.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,2002,16000.0,42,672000.0,74000.0,1.41,948000.0,0.0,3016.9,2331.3,0.0,0.0,5348.2,0.0,3898.4,0.0,0.0,0.0,96.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,1998,8000.0,59,472000.0,151000.0,1.38,651000.0,0.0,6576.4,0.0,0.0,0.0,6576.4,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,46.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,2004,9000.0,40,360000.0,72000.0,1.93,695000.0,4368.0,5573.4,1280.5,53.1,28.3,11303.3,0.0,2504.1,1090.6,0.0,0.0,87.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
445,1999,9000.0,46,414000.0,104000.0,1.62,671000.0,0.0,3549.8,0.0,0.0,0.0,3549.8,0.0,6576.4,0.0,0.0,0.0,128.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
446,1998,230000.0,128,29440000.0,8832000.0,0.63,18547000.0,0.0,2019.4,0.0,0.0,0.0,2019.4,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,85.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,1999,255000.0,105,26775000.0,8836000.0,0.59,15797000.0,0.0,7948.8,0.0,0.0,0.0,7948.8,0.0,2019.4,0.0,0.0,0.0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
448,2001,280000.0,96,26880000.0,9408000.0,0.69,18547000.0,0.0,3084.9,131.3,0.0,0.0,3216.2,0.0,5383.0,0.0,0.0,0.0,115.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,2000,300000.0,115,34500000.0,13800000.0,0.57,19665000.0,0.0,5383.0,0.0,0.0,0.0,5383.0,0.0,7948.8,0.0,0.0,0.0,105.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,2002,320000.0,75,24000000.0,8160000.0,1.46,35040000.0,0.0,3251.9,484.7,0.0,0.0,3736.6,0.0,3084.9,131.3,0.0,0.0,96.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,2003,340000.0,87,29580000.0,6803000.0,1.36,40229000.0,0.0,2593.3,424.3,0.0,0.0,3017.6,0.0,3251.9,484.7,0.0,0.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
452,2006,350000.0,74,25900000.0,7770000.0,0.91,23569000.0,2362.6,7025.1,4886.4,0.0,0.0,14274.1,3687.3,3156.5,5942.6,0.0,0.0,91.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
453,2005,370000.0,91,33670000.0,8418000.0,0.83,27946000.0,3687.3,3156.5,5942.6,0.0,0.0,12786.4,738.0,10202.8,2253.4,0.0,0.0,78.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,2004,390000.0,78,30420000.0,9126000.0,1.05,31941000.0,738.0,10202.8,2253.4,0.0,0.0,13194.2,0.0,2593.3,424.3,0.0,0.0,87.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
455,2008,400000.0,90,36000000.0,8640000.0,1.36,48960000.0,8445.2,9953.0,22254.7,0.0,0.0,40652.9,4917.7,6865.7,10283.6,0.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
456,2007,420000.0,74,31080000.0,9013000.0,0.96,29837000.0,4917.7,6865.7,10283.6,0.0,0.0,22067.0,2362.6,7025.1,4886.4,0.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,2009,450000.0,77,34650000.0,7623000.0,1.38,47817000.0,16750.7,17809.8,22704.7,0.0,0.0,57265.2,8445.2,9953.0,22254.7,0.0,0.0,90.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
458,2017,455000.0,74,33670000.0,4377000.0,1.89,63636000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,546.6,2346.7,1684.6,0.0,0.0,78.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,2011,460000.0,71,32660000.0,7512000.0,1.67,54542000.0,21339.7,13844.6,17261.4,0.0,0.0,52445.7,15085.3,28013.3,17703.9,0.0,0.0,91.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460,2012,480000.0,69,33120000.0,5962000.0,1.92,63590000.0,47176.9,25924.6,23480.2,0.0,0.0,96581.7,21339.7,13844.6,17261.4,0.0,0.0,71.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461,2013,480000.0,69,33120000.0,6955000.0,2.04,67565000.0,78412.3,42333.5,22190.4,0.0,0.0,142936.2,47176.9,25924.6,23480.2,0.0,0.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462,2016,485000.0,78,37830000.0,6809000.0,1.85,69986000.0,546.6,2346.7,1684.6,0.0,0.0,4577.9,119.0,12808.6,3281.1,0.0,0.0,74.0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463,2015,490000.0,74,36260000.0,9428000.0,1.8,65268000.0,119.0,12808.6,3281.1,0.0,0.0,16208.7,49015.4,33305.4,41192.1,0.0,0.0,86.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464,2014,490000.0,86,42140000.0,9271000.0,1.99,83859000.0,49015.4,33305.4,41192.1,0.0,0.0,123512.9,78412.3,42333.5,22190.4,0.0,0.0,69.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
465,2010,510000.0,91,46410000.0,12995000.0,1.5,69615000.0,15085.3,28013.3,17703.9,0.0,0.0,60802.5,16750.7,17809.8,22704.7,0.0,0.0,77.0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466,2008,36000.0,67,2412000.0,1254000.0,1.45,3497000.0,52254.1,9830.7,19963.0,0.0,0.0,82047.8,31003.7,3883.7,14695.1,0.0,0.0,74.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467,2005,40000.0,68,2720000.0,2530000.0,0.87,2366000.0,36206.1,7809.4,8869.2,0.0,0.0,52884.7,31677.0,7570.2,4571.1,0.0,0.0,78.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
468,2010,41000.0,55,2255000.0,902000.0,1.51,3405000.0,27720.9,32164.3,40789.9,0.0,0.0,100675.1,52856.2,9245.6,34858.3,0.0,0.0,77.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
469,2011,41000.0,59,2419000.0,653000.0,1.75,4233000.0,74180.9,27016.1,37316.3,0.0,0.0,138513.3,27720.9,32164.3,40789.9,0.0,0.0,91.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
470,2017,42000.0,63,2646000.0,423000.0,1.99,5266000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,2165.9,1421.9,0.0,0.0,78.0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
471,2001,43000.0,48,2064000.0,1115000.0,0.72,1486000.0,0.0,1552.8,22.9,0.0,0.0,1575.7,0.0,2204.3,0.0,0.0,0.0,115.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
472,2012,43000.0,65,2795000.0,1146000.0,1.93,5394000.0,115264.2,24340.8,47666.3,0.0,0.0,187271.3,74180.9,27016.1,37316.3,0.0,0.0,71.0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
473,2002,43000.0,75,3225000.0,1161000.0,1.49,4805000.0,0.0,363.3,306.0,0.0,0.0,669.3,0.0,1552.8,22.9,0.0,0.0,96.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
474,2007,45000.0,49,2205000.0,1477000.0,1.03,2271000.0,31003.7,3883.7,14695.1,0.0,0.0,49582.5,22747.7,2761.9,8988.5,0.0,0.0,74.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
475,2003,45000.0,74,3330000.0,1299000.0,1.38,4595000.0,0.0,135.7,409.1,0.0,0.0,544.8,0.0,363.3,306.0,0.0,0.0,75.0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
476,2013,46000.0,60,2760000.0,1628000.0,2.07,5713000.0,134722.1,18239.1,49819.9,0.0,0.0,202781.1,115264.2,24340.8,47666.3,0.0,0.0,69.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,2006,47000.0,73,3431000.0,3843000.0,0.93,3191000.0,22747.7,2761.9,8988.5,0.0,0.0,34498.1,36206.1,7809.4,8869.2,0.0,0.0,91.0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
478,2016,48000.0,46,2208000.0,640000.0,1.91,4217000.0,0.0,2165.9,1421.9,0.0,0.0,3587.8,0.0,5562.7,574.6,0.5,0.0,74.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
